Name,Reactions,Comments,Reposts,Content,Date
Rui Pacheco,1,,,"Today#GoogleCloudannounced new partnerships, programs and resources covering every layer of the#AIstack. Our approach is open, enabling organizations to more easily access and innovate with#generativeAI",3 hours ago
James Benson,5,,,"New generative AI tools are coming to#GoogleCloudand#GoogleWorkspace, giving individuals, devs, and businesses alike the power to do more. Learn more via Bloomberg",3 hours ago
Juan Luis Buenosvinos,3,,,"New generative AI tools are coming to#GoogleCloudand#GoogleWorkspace, giving individuals, devs, and businesses alike the power to do more. Learn more via Bloomberg",3 hours ago
Adam Kuligowski,2,,,"New generative AI tools are coming to#GoogleCloudand#GoogleWorkspace, giving individuals, devs, and businesses alike the power to do more. Learn more via Bloomberg",3 hours ago
Vinayak S Menon,2,,,Transform Data into Insight: Exploring the Capabilities of Machine Learning Algorithms.........#MachineLearningAlgorithms#ArtificialIntelligence#DataScience#DataAnalytics#AI#PredictiveModeling#DeepLearning#BigData#ReinforcementLearning#UnsupervisedLearning#SupervisedLearning#DataMining#BusinessIntelligence#Algorithm#SmartTechnology#cochincomputing#elevatetothenext#ccbanking#chatgpt#midjourney#ai#aiart#digitalart#digitalartist#conceptart#stablediffusion#algorithms#data#machinelearning,3 hours ago
iqra saleem,4,,,"SEO is an ongoing process, and it requires constant monitoring and optimization to maintain and improve a website's search engine rankings. The benefits of SEO include increased organic traffic, higher visibility in search engines, improved user experience, and higher conversion rates. SEO can be done in-house or outsourced to an SEO agency or consultant.#THEHUMANKprovide every single tactic which will help you to generate more business, for that our services includes•           Logo Designing•           Social Media Handling•           2D & 3D Animation•           Animated Videos•           Website Design•           e-Commerce•           Website Development•           Content Writing•           Search Engine Optimization (SEO)•           Pay Per Click (PPC)•           Mobile App Development, and many more•           Digital Marketing shortcut for your multiple copy paragraph from word#THEHUMANTEK#marketingstrategy#marketingstrategy#animation#logo#searchengineoptimization#business#marketing#digitalmarketing#team#design#contentwriting#socialmedia#linkedin#development#contentstrategy#media#help#seo#digital#email#communications#broadcast#commerce#advertising#analytics#graphicsdesign#graphicsdesigner#logo#labeldesign#labeldesigner#packagingdesign#minimal#branding#LogoDesign#packaging#artificialinspiration#midjourney#conceptart#aiartwork#aiartcommunity#aidesign#typographydesign#typography#productdesign#greentea#teacup#tea#ideascreativas#matchatea#brandidentity#labeldesign#acnecream#fatlose#organicgreentea#foodlabels#organic#healthcareproducts#graphicdesigner#logo#labeldesign#packagingdesign#minimal#branding#LogoDesign#socialmediamarketing#people#searchengines#building#content#restaurants#google.E-mailiqrasaleem@thehumantek.com",3 hours ago
Sinan German,3,,,"New generative AI tools are coming to#GoogleCloudand#GoogleWorkspace, giving individuals, devs, and businesses alike the power to do more. Learn more via Bloomberg",3 hours ago
Jasna Rokegem,17,,,"🌟 𝐓𝐞𝐚𝐜𝐡𝐞𝐫-𝐒𝐭𝐮𝐝𝐞𝐧𝐭 & 𝐒𝐭𝐮𝐝𝐞𝐧𝐭-𝐓𝐞𝐚𝐜𝐡𝐞𝐫: 𝐓𝐡𝐞 𝐃𝐮𝐚𝐥𝐢𝐭𝐲 𝐨𝐟 𝐋𝐞𝐚𝐫𝐧𝐢𝐧𝐠 🌟Thrilled to share my journey as both a student and a teacher in the ever-evolving field of Artificial Intelligence! 🚀🧠As a student, I've been diving deep into AI, working with cutting-edge tools like#Midjourneyand#ChatGPT. These technologies have not only expanded my knowledge but also inspired me to think critically about the impact of AI on society. 🌐💡At the same time, I'm honored to be a mentor at theGoogle Digital Atelier BelgiumIncubator. Teaching others has given me a fresh perspective on learning, as I've discovered that we grow even more when we share our knowledge with others. 🤝📚The fusion of these two roles has taught me the importance of continuous learning and collaboration. By embracing both the teacher and the student within us, we can create a vibrant community that thrives on innovation and progress. 🌱🔝Here's to a future where we all support each other in our learning journeys, empowering female entrepreneurs, and unlocking the full potential of innovation to make a positive impact on the world! 🌍💫#AI#Learning#TeacherStudent#StudentTeacher#GoogleDigitalAtelier#Mentorship#ContinuousLearning#Collaboration#FemaleEmpowerment#emotionalintelligence#jasnarok",3 hours ago
Martin Johnson,1,,,"""[Google's] AI announcements represent the culmination of many years of work, including bringing together Transformer technology advances in reinforcement learning and advances in parallelism and orchestrating large training workloads""— Thomas Kurian",3 hours ago
Domestic Data Streamers,13,,,"Last week we put together a workshop to lift the lid on the gender bias of AI algorithms in the workplace. It comes as we proudly announce our participation in the Hey People Project that has been set up to combat harmful gender stereotypes in professional social media.We always want to keep a critical eye on the new technologies we are integrating into our lives and with this project we've been doing just that. We used prompts to show how Midjourney and DALL E might support gender stereotypes in the labour market, before going on to look at how they could contribute to a vision of a more equal and desirable working future. Huge thanks to everyone who came down and took part!",3 hours ago
Architecture & Design,101,5 comments,3 reposts,"Asking AI, what would Egypt look like today if it never fell? 🎥:Merkabah Thirteen#architecture#egypt#ai#artificialintelligence#midjourney",3 hours ago
Giorgio Crivellari,0,,,"""[Google's] AI announcements represent the culmination of many years of work, including bringing together Transformer technology advances in reinforcement learning and advances in parallelism and orchestrating large training workloads""— Thomas Kurian",3 hours ago
Ian Moria,3,,,"New generative AI tools are coming to#GoogleCloudand#GoogleWorkspace, giving individuals, devs, and businesses alike the power to do more. Learn more via Bloomberg",3 hours ago
LaDIGITAL,0,,,"La Inteligencia Artificial ha llegado para quedarse. La cuestión es cómo la usemos.La Inteligencia Artificial, a nuestro parecer, no es un competidor para los profesionales del Marketing sino un aliado que nos va a permitir realizar un trabajo más rápido y eficiente. Eso sí, nunca puede ser sustituido el valor humano que aportamos. Es una herramienta más de la que usamos en nuestro día a día, no un sustituto.Apunta bien estas herramientas de IA aplicadas al Marketing.ChatGPT: Generación de contenidosFrase.io: Palabras clave SEODeep L: TraduccionesGrammarly: Correcciones ortográficasSynthesia: Generación de videosMidjourney y DALL-E: Generación de imágenesCogram: Toma notas en reuniones👉 Si quieres que seamos tu agencia de marketing digital nos encantaría escucharte.👉 Si quieres que seamos tu agencia de marketing digital nos encantaría escucharte.#consultoria#consultoriaonline#consultoriadigital#consultoriaestrategica#marketing#marketingdigital#digitalmarketing#socialmediamarketing#onlinemarketing#marketingstrategy#contentmarketing#consultoriamarketing#inteligenciaartificial#ia#iamarketing#marketingia#chatgpt#openia#synthesia#midjourney#dalle",3 hours ago
3LIOT,0,,,Mittwoch ist KI-Bilder Tag! Heute: Traurige Generäle#AI#generativeAI#3liot#GenAI#innovation#film#ChatGPT#midjourney#StableDiffusion#war#AIart#artificialcreativity#army#general#AIvideo#GenAI,3 hours ago
Сергей Соболев,1,,,"Запуск GPT-4: новая ступень эволюции ИИ.Ну вот и оно! OpenAI только что выпустили своё последнее творение, GPT-4, и это очередной шаг к настоящему ИИ! Чтобы не затягивать, вот ключевые отличия GPT-4 от его предшественника GPT-3.5:1. GPT-4 демонстрирует производительность на уровне человека в различных профессиональных и академических тестах. Например, результаты GPT-4 входят в 10% лучших на смоделированном экзамене на адвоката, тогда как GPT-3.5 входит в 10% худших.2. Другое ключевое отличие заключается в том, что GPT-4 более надежен и способен обрабатывать более тонкие и подробные инструкции, чем GPT-3.5. Для сравнения, GPT-3.5 был способен обрабатывать до 4 тысяч токенов (что около 16 тысяч знаков), тогда как объём обрабатываемой GPT-4 информации вырос в 8 раз, до 32 тысяч токенов. Это значит, что он способен запоминать историю взаимодействия большего объёма, чем его предшественник, и в том числе сможет писать полноценные большие статьи.3. GPT-4 также имеет возможность “понимать” изображения, тогда как GPT-3.5 был ограничен только текстом. Это означает, что GPT-4 может генерировать текст на основе входных данных, состоящих из текста и изображений. Тем не менее, следует отметить, что входные изображения по-прежнему являются предметом исследования и пока не доступны общественности.4. Наконец, GPT-4 имеет улучшенную достоверность и управляемость по сравнению с более ранними моделями GPT. Хотя он по-прежнему может делать ошибки, GPT-4 оценивается на 40% выше, чем последняя версия GPT-3.5, по внутренней состязательной оценке фактов. Кроме того, GPT-4 обладает большей управляемостью, позволяя разработчикам и пользователям настраивать стиль модели и задачу с помощью системных сообщений в заданных пределах.Нельзя сказать, что GPT-4 – это революция. Это не так. Но мультимодальность модели (способность не только “читать”, но и “видеть”) – это первый шаг к передаче ИИ всех 6 чувств человека (нужно будет добавить ещё слух, осязание, обоняние, равновесие), чтобы в итоге прийти к реальным человекоподобным роботам!#ии#новостиии#нейросети#ai#openai#chatgpt#aiart#midjourney",3 hours ago
Alexander Willbränder,0,,,"#GoodNews> Photovoltaik: Kräftiges Wachstum in der Agrivoltaik > Gute Nachrichten für Liebhaber erneuerbarer Energien! Der Markt für Agri-Photovoltaik hat eine glänzende Zukunft vor sich. Prognosen zufolge wird er bis zum Jahr 2031 einen Wert von 9,3 Milliarden Dollar erreichen - mit einer beeindruckenden jährlichen Wachstumsrate (CAGR) von über zehn Prozent allein in diesem Zeitraum.Diese innovative Kombination aus landwirtschaftlichen Praktiken und photovoltaischer Solartechnologie liefert leistungsstarken, emissionsfreien Solarstrom und verbessert gleichzeitig die Ernährungssicherheit und den Schutz der Ernte vor widrigen Wetterbedingungen wie Dürren oder starken Regenfällen.Illustration:#awillbraender#GenImage#MidJourney#Agenda2030#Agrivoltaik#EnergieWende#Erneuerbare#Photovoltaik#SolarenergieQuelle / Weiterlesen >https://lnkd.in/eFPufsQh",3 hours ago
Freelance Business Community,5,1 comment,,"📢 First things first: Freelance Business Community is partnering withThe Indie Listto bring you an awesome schedule of monthly masterclasses. The full programme to be announced soon, but in the meantime, have a look at the upcoming masterclass on 22 of March.👉  Unlocking the power of AI for your Freelance business✅ Date: March 22✅ Time: 8:00 PM CET // 7:00 PM UK // 3:00 PM NYC✅ Registration: FreeGenerative AI has the potential to be the biggest disruptor in decades to the creative, marketing and freelance industries and the people who work within them. For that reason, together with Superheroic AI, we have asked a number of experts in the creative AI sector to provide a hands-on, practical session for freelancers that will demystify some of the new tools and leave you better informed on where they might fit for you and your clients.The presenters for the session will be:✅Ian Crocombe- A former VP for Innovation at Amex, Director at Facebook Creative. Ian has run learning experiences for Hyper Island, IED Madrid, McKinsey, and the CoderDojo kids’ coding club.✅richard norton- Copywriter and creative technologist, Norts has plied his trade on three continents. Since 2017, he’s been exploring new ways to bring standout ideas to life using AI, AR and web3.✅Derek Ahmedzai- Software engineer & creative technologist, Derek is currently working in creative AI, AR and web3, building tools and applications from scratch, and innovating products from existing APIs and services.In what promises to be a lively and engaging one-hour session, Superheroic will provide:💡 An intro chat on the opportunity for Generative AI tools and marketing💡 Walkthrough examples of Generative AI projects using ChatGPT, Midjourney and DiD.💡 A open discussion on practical considerations for AI in the workplaceSee you there? Registration link below.",3 hours ago
Duc Phuong Nguyen,0,,,AI Text To Video? Is it possible? Check out the detail at our website to see how we do AI Text To Video with AI Illustwitter and RunwayML (GEN-1):Detail at:https://lnkd.in/gkrwigFz#generativeai#texttovideo#aiart#creativedesign#innovation#dalle#midjourney#runwayml#gen-1https://lnkd.in/gNcEW2jV,3 hours ago
Momentro,3,,,It's hard to beat the synergy of human-led AI.We found that incorporating AI tools in a production process cuts execution time down to about a quarter of what it took using traditional methods.Our team is working to utilize these possibilities more often in the real world. We conducted a short survey which found that people actually responded more positively to the AI-generated creative.#marketing#aiforbusiness#creative#midjourney#chatgpt,3 hours ago
diffjustdiff & diff- coworking,0,,,diff-realism byAle Girá... AI Midjourney 'self-diving' digital-sketching (Part1/3).#ai#midjourney#self#diving#newworld#digital#sketchingLet´s dive into our 'self' ... a whole new world is awaiting.... with AI image-to-image + text-to-image generation ... Next step in the journey ...diff-realism ...https://lnkd.in/evmYVMTq,3 hours ago
Untapped,1,,1 repost,"Disclaimer: No AI was hurt in the production of this content! 😉At Untapped we are always looking to use innovation to enhance our client's projects and speed things up, thus reducing costs.Exciting news today! - ChatGPT 4 is now live and it's better than ever before!ChatGPT 4 is a state-of-the-art language model developed by OpenAI, designed to help you with all your language needs. It can help with writing, proofreading, or simply want to have a chat.This new version of ChatGPT comes with an improved natural language processing (NLP) algorithm, which allows for more accurate and fluent responses to your queries. It also has a larger database of information, so you can be sure that you're getting the most up-to-date information possible.Get in touch withWill Yoxalltoday to find out how Chat-GPT4 could enhance your project and save you time and money.OpenAIalso have an API so ChatGPT can be integrated into your projects by our developers who are already experienced with the docs and processes required to achieve this!#ChatGPT4#OpenAI#Language#ai#midjourney",3 hours ago
Rupert Warries,22,2 comments,,"I am thrilled to finally be releasing my A.I. Driven parallel-reality automotive Artbook/passion project that has taken six months of research, learning, late night creativity and countless coffees…The Cars of One World Over: An Exploration of Automotive History in a Parallel Timeline Through A.I. Image SynthesisGoogle Drive Viewing/Download Link:https://lnkd.in/ecSQJ77yThis automotive artbook immerses you in a world of automotive design that never was in a reality parallel to our own.  A planet earth that experienced a series of key temporal divergences that sent 20th century history spinning out of alignment with ours.Through a cutting edge creative workflow harnessing A.I. generative image creation with Photoshop collaging, recomposition and lightroom image grading, I tell the stories of a rule breaking race team, the dark history of a spanish supercar marque, the sweat and grit of all-american auto-giants, the might of New-Japan’s automakers, the determination and will of plucky british risk takers and a phoenix alliance rising from ashes of a post-war German automotive collapseFor those interested in the creative process and how I used A.I. not as a lazy ‘button click’ replacement for creativity, but as a powerful workflow tool , I’ve added a breakdown of my workflow I used to create the images in the book!Every image in the book was created using Diffusion Model Image Synthesis.  This tech is already disrupting the way the art and design industries operate and it’s already sending shockwaves of excitement (and controversy) through both from the staggering pace of progress as well as the enormous potential it holds as a creative tool.I have spent six months exploring ways I can harness the power of A.I. in my own work as well as pushing the limits of what can be achieved with the current generation of A.I. image models.  This artbook is a result of that work and is an exploration of how generative A.I can be used as a powerful creative tool to create compelling designs and photorealistic visualisations that serve to augment storytelling creativity and unleash the imagination.I truly hope you enjoy my automotive art book and the stories with.  This has been an absolute labour of love and I could not be happier with the outcome.So. without further ado.I invite you to download/view and enjoyThe Cars of One World Overhttps://lnkd.in/ecSQJ77y#design#work#tech#automotive#creativity#storytelling#project#passionproject#personalproject#learninganddevelopment#team#stablediffusion#midjourney#aidesign#aiart#aiartcommunity#aiarchitecture#industrialdesign#automotivedesign",3 hours ago
Markus Burgdorf,3,,,"Grundsätzlich kann es auf die von der KI erstellten Werke kein#Copyrightgeben, da die Urheberschaft durch einen Menschen fehlt.Wenn aber das Briefing der KI sehr ausgearbeitet und individuell geschaffen wurde, kann auch das daraus entstehende Werk vom Urheberrecht geschützt sein.Der Vergleich mit dem Fotografen, den Dr. Martin Gerecke auch gestern bei#digitalbashgebracht hat, leuchtet ein. Das Foto selbst wird ja auch durch ein Gerät technisch aufgenommen, aber was wie abgebildet wird, entscheidet der Mensch durch seine Einstellungen und Motivauswahl. Das wird noch spannend...#KI#Midjourney#Urheberrecht",3 hours ago
Céline Vassy,4,8 comments,,"L'IA peut-elle être notre miroir en tant que créateur?C'est une question que je me pose suite à un commentaire deLaurent Vaissadeen réponse au mien.Midjourney aurait pu me rendre accroc si... Il réunit deux facteurs dopaminergisant:- la nouveauté (encore un peu, je ne maîtrise pas tous les libellés des prompt)- je ne suis pas graphiste et là, sous mes yeux esbaudis, s'étale ce que j'OSE appeler ma création.Je passe de Docteur Frankenstein à créatrice de BD... J'évite toutefois les kalanish* Et si l'IA devait être le reflet de notre âme, j'avoue que je me tirerais illico de ce site de peur de prendre une balle.Assurément certains donnent libre cours à leur fantasme.D'ailleurs l'IA part du principe que l'être humain n'est que fantasmes.Je demande une femme brune sans précision d'âge ou de morphologie et j'obtiens une poupée siliconée.Et finalement, je m'aperçois assez vite que c'est toujours la même chose au fond.En réalité, l'IA manque d'imagination.Elle compile à toute vitesse des données, mais sa programmation repose sur les mêmes concepts.Elle évolue certes, mais sans parvenir à touche la quintessence de l'homme.Je ne vais pas parler d'âme mais d'émotion.Nos émotions créent nos souvenirs, ces souvenirs formeront des associations, des réseaux de neurones. Nous n'avons conscience  que de 0.26% de nos processus mentaux.Chaque seconde notre cerveau traite 400 milliards de bits d'informations.Seulement 2000 bits d'informations/sec seront portées à notre conscience.Nous sommes vraiment de formidables ""machines"" pas facilement copiables.Quand Google a voulu crée Bert en référencement, il a dû travailler sur la compréhension des requêtes pour que les mots soient compris dans leur contexte, résoudre la coréférence,  avec une possibilité de lecture de droite à gauche ou inversement.  Et la compréhension du sentiment qui se dégage d'un texte.Cette compréhension du sentiment lui permet de classer en signal positif, négatif ou neutre.On voit la difficulté de comprendre les signaux pour une IA.Cette incapacité à créer des associations reposant sur une réelle compréhension des sentiments humains pose la base d'une autre définition de la créativité.Nous pouvons adopter celle-ci pour forger l'avenir de nos enfants sur une performance technique, avec une valeur émotionnelle classée sur positif, négatif, ou neutre.Dès lors, les questions d'usage deviendront:-comment tu vas ce matin?-je suis neutre.-moi aussi.-Et ta vignette pour ta voiture? Elle est quelle couleur?- rouge. Je suis resté chez moi.Un monde où nos déplacements seront régis par des codes couleurs et nos sentiments en neutre, positif ou négatif.Mais on peut toujours programmer notre mort émotionnelle en se ruant sur l'IA. Le miroir de l'IA s'imposera à nous et non l'inverse.Imagine.... plus besoin de coach pour travailler sur tes blocages émotionnels puisque t'auras plus d'émotions 😍Et plus d'imagination.#neurosciences#IA##avenir",3 hours ago
Eren Eroglu,2,,,Yapay Zeka Araçları : Mutlaka Denemeniz Gerekenler 💯 :✨Her Şeyi Çözer - ChatGPT✨Her Şeyi Yazar - Copy. Al✨Sanat Eserleri Yaratır - Midjourney✨Sunumlar Hazırlar - Tome. app✨Müzik Oluşturur - Soundraw. io✨Video Oluşturur - Kaiber✨Avatar Oluşturur - Anime AI,3 hours ago
Vani Vandana,1,,,"🎨 Piet Mondrian Inspired 🖌️Which one is your favourite 1-8? 👗Want to make superimposed fashion images like these?We're now offering personalised 1-to-1 Midjourney AI training.Get signed up now, we're almost fully booked!👉https://seedily.uwu.ai/#Art#fashion#creativity#Midjourney#AI",3 hours ago
Kagiso M.,5,3 comments,,"Midjourney and its AI’s interpretation of black South Africans. 🇿🇦Using the concept of additive prompting, I spent time getting the nuances right. From lighting, skin texture, camera lens (angle of view, aperture, etc).Pretty descent.#ai#midjourneyai",3 hours ago
Gamechanger.technology,2,,,"Eva Jokesje lektorkou digitálních dovedností pro aplikaceMicrosoft365 a součástí skvělé party vDigiskills.NaGamechanger.technologypředstaví, co vše dnesumělá inteligence zvládne a s čím vám může pomoci.Můžete se těšit na konkrétní příklady využití AI protvorbu textů, grafiky, zvuků, videí a mnoho dalšího.Dozvíte se, jak pracovat s aplikacemi jako ChatGPT,Midjourney,Beatiful.ai,tome.appa další.A co nás čeká v tomto směru do budoucna?#gamechangertechnology#ostrava#AI",3 hours ago
Mirosław Usidus,1,,,"Poza wysokimi kosztami, blokerem rozwoju#AImoże być cenzura polityczna. Oto przykład - test generowania obrazów na prompt - ""Xi Jinping as Winnie the Pooh""- W przypadku Blue Willow, podobnego do Midjourney generatora na Discordzie, skończyło się to banem.- W DALL-E bez bana, ale też nie da rady.- Opensource'owy Stable Diffusion nie ma cenzury politycznej.",3 hours ago
Zia Askari,0,,,https://lnkd.in/d93Uq8kKMidjourneyGoogleGoogle AI CommunityGoogle CloudGoogle AdsGoogle DevelopersGoogle Developer Groups (GDG)David HolzAmin Vahdat,3 hours ago
Kalle Hellzén,38,10 comments,2 reposts,"We created some style frames with#Midjourneyfor an imagined*adidasX Kraftwerk#AIpowered music video collab, BOING BOOM TSCHAK.For this project, we reinterpreted the iconic adidas three-stripe look from 1986, when Kraftwerk released the original BOING BOOM TSCHAK on the album Electric Café. Aesthetically speaking, there was a lot of overlap between the two ""brands"" with a RED/BLACK/WHITE/GREY colour scheme and a minimalist look we loved mixing and remixing. The end result is this kids' collection based on the idea of an all-girl Kraftwerk cover band—link to the finished music video in the comments.*For educational and inspirational purposes only and does not reflect the views or plans of either Kraftwerk or adidas.#generativeai#filmproduction#collab#brandcollaboration#aiart#musicvideo#kraftwerk",3 hours ago
CYRITECH Cloud Sec & Loans,0,,,"1️⃣ Les outils permettant de transformer les mots en images…🎨 Midjourney → À mes yeux le meilleur dans sa discipline aujourd’hui, Midjourney permet sous forme d’un bot sur Discord de générer des images à partir d’une description textuelle.🖼️ Canva → Vous n’avez pas Discord mais vous avez quand même envie de vous amuser ? Essayez la nouvelle fonctionnalité de Canva “Text to Image” qui vous permet de générer des images sur-mesure pour vos créations !👩🏼‍🎨 Dall-E 2 → Ok vous aviez peut-être essayé Dall-E il y a quelques mois et les résultats n’étaient, je vous l’accorde, pas “ouf”… Et bien cette deuxième version a été largement améliorée et mérite une deuxième chance.2️⃣ Les outils des copywriters…📢 Writesonic → Mon outil pref’ du moment, beaucoup trop sous-côté ! Je l’utilise tout particulièrement pour m’assister dans la rédaction de mes captions pour mes Facebook Ads. Jusqu’ici, par souci de rapidité je préférais passer du temps à varier les designs que les légendes associées, je peux désormais optimiser les deux ! 👌📝Copy.ai→ Cet outil propose des fonctionnalités similaires à Writesonic. Il permet donc de vous assister dans la rédaction d’articles de blogs, de cold emails, de landing pages… Bref, si vous créez des contenus marketing, vous devez le tester ! Seul petit hic, il faut passer à la version pro pour tester la version française, mais les résultats en anglais peuvent nous inspirer !📚 Grammarly → Cet outil de correction orthographique et grammaticale a été boostée à l’IA pour également vous proposer des corrections de style, de ton employé, de clarification des propos, bref, THE tool pour tous ceux qui écrivent sur le web ! Seul petit hic, celui-ci n’est pas encore dispo en français mais est vraiment bon pour tous ceux qui écrivent au quotidien en anglais !",3 hours ago
Dora Bugatti,11,10 comments,,"Puoi fare molto meglio di così con#Midjourney.Ecco cosa vedo in giro:- Composizioni generiche- Facce generiche- Effetto ""cakey""Ma a tutto c'è rimedio.Se ti sei convintə che MJ è straordinario buttandoci dentro qualche prompt a caso, aspetta di vedere cosa potrai fare dopo avermi dato 40 secondi ↓P.S: A pagina 19 trovi una divertente aberrazione promptica.P.P.S: 5 secondi fa ho aperto un account instagram per i ritratti che genero con le AI. Il link è nel primo commento per chi vuole vedere di più.#promptengineering#aiphotography#generativeart",3 hours ago
Srna Creative Studio,1,,1 repost,We wanted to have some fun with AI to create images ofNikeblazer mid ‘77 sneakers. The result was mouthwatering. We think we added a bit too much of marshmallows 😂.What do you think of these photos? Which one is your favorite?#ai#nikeshoes#nike#aiphotography#artificialintelligence#midjourneyart#midjourney#productphotography#creativeart#sneakers,3 hours ago
Srna Creative Studio,1,,1 repost,We wanted to have some fun with AI to create images ofNikeblazer mid ‘77 sneakers. The result was mouthwatering. We think we added a bit too much of marshmallows 😂.What do you think of these photos? Which one is your favorite?#ai#nikeshoes#nike#aiphotography#artificialintelligence#midjourneyart#midjourney#productphotography#creativeart#sneakers,3 hours ago
Kevin Russell,0,,,National Shoe The World Day – March 15Celebrate National Shoe The World Day every year on March 15. The day sheds light on the importance of footwear and the need for quality footwear for millions of people worldwide.#DarkDays#Midjourney#AIArt#ŚhoeTheWorld,3 hours ago
Ayoub Faouzi,1,1 comment,1 repost,"Midjourney est impressionnante ! 🤯«  Elle ne remplacera jamais les artistes »😤Alors essaie :Midjourney V5Eh oui, elle sortira cette semaine !C’est confirmé ✅C’est pas Noël ça !#midjourney#ia#ai#IntelligenceArtificielle#chatgpt4#ChatGPT#chatgpt3",3 hours ago
Benjamin Allouch 🔗,40,32 comments,,"Dire que ChatGPT ne va rien changer à votre quotidien alors que vous êtes dans la communication, c'est l'assurance d'être remplacé(e) très bientôt.Je vois passer des articles et des posts sur le fait que ChatGPT n'est qu'une mode, est inutile voire un perroquet approximatif (coucou le ministre français du numérique).Pourtant, ces articles et posts sont déjà dépassés, car ChatGPT 4 est disponible depuis hier pour les abonnés Plus.Aujourd'hui, tout va très vite et il ne faut pas rater le train de l'IA dans la communication.Dans la comm' LInkedIn, j'englobe au minimum :- les copywriters et les ghostwriters,- les personnes qui aident à établir une stratégie de communication.J'en fais partie.On est TOUS concerné(e)s et se voiler la face ne va clairement pas vous aider à comprendre cette révolution qui est en marche.Il faut savoir faire la différence entre « avoir peur de » et « remplacer par ».Oui, ChatGPT va remplacer une partie du monde de la communication, c’est certain.Oui, de nombreux ghostwriter et copywriters vont disparaître. ChatGPT 4 est d'une puissance hallucinante, pouvant être des posts LinkedIn en rimes en 10 secondes.Pourtant, ces métiers ne vont pas mourir. Prenez l'exemple de Canva.Canva permet à certains bleus comme moi de faire des carrousels et des logos pour une utilisation simple.Mais Canva n'a pas remplacé les graphistes (merciFloryanepour la ref !). Non seulement, les meilleur(e)s graphistes sont toujours là, mais Canva a été une bénédiction pour :- Augmenter son prix- Réduire son temps de travail- Réaliser des tâches chronophages de manière automatisée.Aujourd'hui, les graphistes sont mieux nombreux, mais ils sont largement meilleurs qu'avant. Pour ces personnes, Midjourney est une nouvelle étape vers le chemin de l'excellence.Pour les personnes qui font de la communication, les copywriters et les ghostwriters, ChatGPT doit être vu comme un mélange entre Canva et Midjourney.Il faut en faire notre assistant. Dès aujourd'hui.Les personnes qui ont peur de ChatGPT seront remplacées. Les personnes qui l’apprivoisent vont exceller.🔗#chatgpt#communication",3 hours ago
Block Trend Media,0,,,近幾個月，網路上充滿 AI 的報導。從 MidJourney 繪圖到 ChatGPT 對話，人們不斷驚嘆 AI 的能力已經超越人類。AI 不僅能拿到華頓商學院的 MBA 學位，更可怕的是只要每月支付數十美元的訂閱費，人人都可以聘請一位 AI 全年無休地替你工作。從影音剪輯、客服問答到軟體開發，AI 可說是無所不能。時薪之低，堪稱勞工之恥。這讓許多人紛紛預言，某些職缺將會被 AI 完全取代。但與此同時，我們也看到另一股與 AI 發展相抗衡的力量 —— 真實性。目前科學權威期刊《Nature》已禁止 ChatGPT 成為作者，程式問答網站 Stack Overflow 也禁止張貼由 ChatGPT 產生的答案，Adobe 則站出來倡導內容真實性的重要。這篇文章討論 ChatGPT 產出的回答可能造成的真實性問題，以及目前有哪些解方。先從近期網路上的一篇熱門文章開始。文章連結：https://lnkd.in/g9CGxMac#ai#chatgpt#openai,3 hours ago
Eliane El Badouy,0,,,,3 hours ago
Phianphon Sittichaidecha,4,,,Welcome Kentaro Kimura to Hakuhodo Bangkok next week. Can’t wait to hear an inspiring tips from a creative legend.Credit to : midjourney + chatgpt#creativity#hakuhodo,3 hours ago
Rogerio Givago,0,,,"https://lnkd.in/ddpEgADiARK+D  arquitetura projetos e design, não elaborou a postagem a seguir, a responsabilidade é do perfil e seu proprietário na rede social  e seus autores. Todos os créditos e direitos autorais são dos profissionais citados no conteúdo do texto adjacente ao projeto, imagem (s) abaixo.Para seguir postagens como estas e ficar informado sobre arquitetura e valorização da profissão dos arquitetos e designers, dicas de construção, design, design de interiores, administração, paisagismo, notícias, novidades e curiosidades, siga-nos nas redes sociais e aproveite para curtir nossa fanpage nos links:#ARKD#AMOARQUITETURA#agelesshttps://lnkd.in/en4wif9https://lnkd.in/eM7htyvInstagram.com/arkmaisdhttps://lnkd.in/dVpV7m9https://lnkd.in/gkym5-iDarkmaisd@outlook.comarkmaisd.arquitetura@gmail.comARKD@outlook.com.brhttps://lnkd.in/e-cKhg7https://lnkd.in/g5BsR5DHhttps://lnkd.in/gGAbEiq4linktr.ee/ARKmaisDPerfil pessoal no Facebookhttps://lnkd.in/dpkGcRwzO arquitetoRogerio Givagoé especializado em projetos arquitetônicos residenciais, paisagismo residencial e design de interiores personalizados e autorais.Será um grande prazer executar o seu projeto arquitetônico com o nosso estilo e o seu bom gosto.",3 hours ago
